ID,Latitude,Longitude,SourceID
875,31-48-03.70506N,74-17-56.04141W,200 NM from Baseline
876,31-47-33.31238N,74-18-49.86119W,200 NM from Baseline
877,31-47-03.11974N,74-19-43.83722W,200 NM from Baseline
878,31-46-33.12762N,74-20-37.96832W,200 NM from Baseline
879,31-46-03.33667N,74-21-32.25348W,200 NM from Baseline
880,31-45-33.74762N,74-22-26.69174W,200 NM from Baseline
881,31-45-04.36098N,74-23-21.28196W,200 NM from Baseline
882,31-44-35.17747N,74-24-16.02316W,200 NM from Baseline
883,31-44-06.19733N,74-25-10.91404W,200 NM from Baseline
884,31-43-37.42221N,74-26-05.95426W,200 NM from Baseline
885,31-43-08.87198N,74-27-01.15635W,200 NM from Baseline
886,31-42-40.52764N,74-27-56.50509W,200 NM from Baseline
887,31-42-12.38924N,74-28-51.99908W,200 NM from Baseline
888,31-41-44.45795N,74-29-47.63762W,200 NM from Baseline
889,31-41-16.73452N,74-30-43.41976W,200 NM from Baseline
890,31-40-49.21893N,74-31-39.34401W,200 NM from Baseline
891,31-40-21.91190N,74-32-35.40940W,200 NM from Baseline
892,31-39-54.81424N,74-33-31.61499W,200 NM from Baseline
893,31-39-27.92625N,74-34-27.95954W,200 NM from Baseline
894,31-39-01.24870N,74-35-24.44209W,200 NM from Baseline
895,31-38-34.78229N,74-36-21.06163W,200 NM from Baseline
896,31-38-08.52744N,74-37-17.81700W,200 NM from Baseline
897,31-37-42.50053N,74-38-14.71693W,200 NM from Baseline
898,31-37-16.69108N,74-39-11.75320W,200 NM from Baseline
899,31-36-51.07278N,74-40-08.90823W,200 NM from Baseline
900,31-36-25.70674N,74-41-06.21791W,200 NM from Baseline
901,31-36-00.53045N,74-42-03.64273W,200 NM from Baseline
902,31-35-35.56914N,74-43-01.19663W,200 NM from Baseline
903,31-35-10.82350N,74-43-58.87862W,200 NM from Baseline
904,31-34-46.29393N,74-44-56.68748W,200 NM from Baseline
905,31-34-21.98080N,74-45-54.62203W,200 NM from Baseline
906,31-33-57.88441N,74-46-52.68103W,200 NM from Baseline
907,31-33-34.00578N,74-47-50.86365W,200 NM from Baseline
908,31-33-10.34531N,74-48-49.16871W,200 NM from Baseline
909,31-32-46.92076N,74-49-47.60447W,200 NM from Baseline
910,31-32-23.71899N,74-50-46.16212W,200 NM from Baseline
911,31-32-00.73733N,74-51-44.83878W,200 NM from Baseline
912,31-31-37.97541N,74-52-43.63288W,200 NM from Baseline
913,31-31-15.43416N,74-53-42.54351W,200 NM from Baseline
914,31-30-53.11411N,74-54-41.56958W,200 NM from Baseline
915,31-30-31.01559N,74-55-40.70986W,200 NM from Baseline
916,31-30-09.13923N,74-56-39.96331W,200 NM from Baseline
917,31-29-47.48548N,74-57-39.32877W,200 NM from Baseline
918,31-29-26.05449N,74-58-38.80494W,200 NM from Baseline
919,31-29-04.84742N,74-59-38.39104W,200 NM from Baseline
920,31-28-43.86398N,75-00-38.08554W,200 NM from Baseline
921,31-28-23.11239N,75-01-37.89095W,200 NM from Baseline
922,31-28-02.60006N,75-02-37.80920W,200 NM from Baseline
923,31-27-42.31257N,75-03-37.83207W,200 NM from Baseline
924,31-27-22.25134N,75-04-37.95886W,200 NM from Baseline
925,31-27-02.41590N,75-05-38.18802W,200 NM from Baseline
926,31-26-42.80721N,75-06-38.51862W,200 NM from Baseline
927,31-26-23.42579N,75-07-38.94954W,200 NM from Baseline
928,31-26-04.27174N,75-08-39.47948W,200 NM from Baseline
929,31-25-45.34545N,75-09-40.10727W,200 NM from Baseline
930,31-25-26.64760N,75-10-40.83186W,200 NM from Baseline
931,31-25-08.17869N,75-11-41.65211W,200 NM from Baseline
932,31-24-49.93615N,75-12-42.56567W,200 NM from Baseline
933,31-24-27.35400N,75-13-40.37291W,200 NM from Baseline
934,31-23-49.66929N,75-14-27.62320W,200 NM from Baseline
935,31-23-12.15029N,75-15-15.05682W,200 NM from Baseline
936,31-22-34.80865N,75-16-02.68465W,200 NM from Baseline
937,31-21-57.64475N,75-16-50.50534W,200 NM from Baseline
938,31-21-20.65919N,75-17-38.51776W,200 NM from Baseline
939,31-20-43.85309N,75-18-26.72131W,200 NM from Baseline
940,31-20-07.22747N,75-19-15.11529W,200 NM from Baseline
941,31-19-30.78278N,75-20-03.69844W,200 NM from Baseline
942,31-18-54.51977N,75-20-52.46974W,200 NM from Baseline
943,31-18-18.43954N,75-21-41.42860W,200 NM from Baseline
944,31-17-42.54808N,75-22-30.57919W,200 NM from Baseline
945,31-17-06.85250N,75-23-19.92658W,200 NM from Baseline
946,31-16-31.34203N,75-24-09.45832W,200 NM from Baseline
947,31-15-56.01755N,75-24-59.17356W,200 NM from Baseline
948,31-15-20.87947N,75-25-49.07099W,200 NM from Baseline
949,31-14-45.92859N,75-26-39.14969W,200 NM from Baseline
950,31-14-11.16582N,75-27-29.40882W,200 NM from Baseline
951,31-13-36.59190N,75-28-19.84742W,200 NM from Baseline
952,31-13-02.20749N,75-29-10.46440W,200 NM from Baseline
953,31-12-28.01329N,75-30-01.25875W,200 NM from Baseline
954,31-11-54.01011N,75-30-52.22954W,200 NM from Baseline
955,31-11-20.19867N,75-31-43.37579W,200 NM from Baseline
956,31-10-46.57981N,75-32-34.69656W,200 NM from Baseline
957,31-10-13.16151N,75-33-26.19722W,200 NM from Baseline
958,31-09-39.94803N,75-34-17.87960W,200 NM from Baseline
959,31-09-06.92888N,75-35-09.73284W,200 NM from Baseline
960,31-08-34.10516N,75-36-01.75625W,200 NM from Baseline
961,31-08-01.47783N,75-36-53.94903W,200 NM from Baseline
962,31-07-29.04734N,75-37-46.30996W,200 NM from Baseline
963,31-06-56.81443N,75-38-38.83803W,200 NM from Baseline
964,31-06-24.77967N,75-39-31.53212W,200 NM from Baseline
965,31-05-52.94391N,75-40-24.39133W,200 NM from Baseline
966,31-05-21.30810N,75-41-17.41484W,200 NM from Baseline
967,31-04-49.87248N,75-42-10.60125W,200 NM from Baseline
968,31-04-18.63771N,75-43-03.94952W,200 NM from Baseline
969,31-03-47.60472N,75-43-57.45879W,200 NM from Baseline
970,31-03-16.78039N,75-44-51.13282W,200 NM from Baseline
971,31-02-46.17109N,75-45-44.97473W,200 NM from Baseline
972,31-02-15.76605N,75-46-38.97457W,200 NM from Baseline
973,31-01-45.56538N,75-47-33.13086W,200 NM from Baseline
974,31-01-15.56981N,75-48-27.44260W,200 NM from Baseline
975,31-00-45.77984N,75-49-21.90861W,200 NM from Baseline
976,31-00-16.19624N,75-50-16.52792W,200 NM from Baseline
977,30-59-46.81986N,75-51-11.29963W,200 NM from Baseline
978,30-59-17.65144N,75-52-06.22271W,200 NM from Baseline
979,30-58-48.69136N,75-53-01.29592W,200 NM from Baseline
980,30-58-19.94000N,75-53-56.51801W,200 NM from Baseline
981,30-57-51.39837N,75-54-51.88816W,200 NM from Baseline
982,30-57-23.06689N,75-55-47.40516W,200 NM from Baseline
983,30-56-54.94696N,75-56-43.06844W,200 NM from Baseline
984,30-56-27.05665N,75-57-38.88857W,200 NM from Baseline
985,30-55-59.37837N,75-58-34.85203W,200 NM from Baseline
986,30-55-31.91294N,75-59-30.95784W,200 NM from Baseline
987,30-55-04.66078N,76-00-27.20482W,200 NM from Baseline
988,30-54-37.62246N,76-01-23.59183W,200 NM from Baseline
989,30-54-10.79896N,76-02-20.11803W,200 NM from Baseline
990,30-53-44.19055N,76-03-16.78209W,200 NM from Baseline
991,30-53-17.79756N,76-04-13.58277W,200 NM from Baseline
992,30-52-51.62095N,76-05-10.51917W,200 NM from Baseline
993,30-52-25.66138N,76-06-07.59025W,200 NM from Baseline
994,30-51-59.91911N,76-07-04.79470W,200 NM from Baseline
995,30-51-34.39497N,76-08-02.13155W,200 NM from Baseline
996,30-51-09.08904N,76-08-59.59941W,200 NM from Baseline
997,30-50-44.01362N,76-09-57.20396W,200 NM from Baseline
998,30-50-19.16592N,76-10-54.94194W,200 NM from Baseline
999,30-49-54.53808N,76-11-52.80726W,200 NM from Baseline
1000,30-49-30.13137N,76-12-50.79921W,200 NM from Baseline
1001,30-49-05.94586N,76-13-48.91640W,200 NM from Baseline
1002,30-48-41.98238N,76-14-47.15785W,200 NM from Baseline
1003,30-48-18.24132N,76-15-45.52234W,200 NM from Baseline
1004,30-47-54.72304N,76-16-44.00864W,200 NM from Baseline
1005,30-47-31.42821N,76-17-42.61568W,200 NM from Baseline
1006,30-47-08.35730N,76-18-41.34230W,200 NM from Baseline
1007,30-46-45.51060N,76-19-40.18723W,200 NM from Baseline
1008,30-46-22.88898N,76-20-39.14951W,200 NM from Baseline
1009,30-46-00.49285N,76-21-38.22793W,200 NM from Baseline
1010,30-45-38.32276N,76-22-37.42137W,200 NM from Baseline
1011,30-45-16.39756N,76-23-36.73769W,200 NM from Baseline
1012,30-44-54.69985N,76-24-36.16669W,200 NM from Baseline
1013,30-44-33.23015N,76-25-35.70720W,200 NM from Baseline
1014,30-44-11.98825N,76-26-35.35772W,200 NM from Baseline
1015,30-43-50.97454N,76-27-35.11705W,200 NM from Baseline
1016,30-43-30.18942N,76-28-34.98399W,200 NM from Baseline
1017,30-43-09.60397N,76-29-34.94394W,200 NM from Baseline
1018,30-42-30.67221N,76-30-20.65362W,200 NM from Baseline
1019,30-41-50.67165N,76-31-05.59886W,200 NM from Baseline
1020,30-41-10.84123N,76-31-50.75146W,200 NM from Baseline
1021,30-40-31.18198N,76-32-36.11074W,200 NM from Baseline
1022,30-39-51.69465N,76-33-21.67564W,200 NM from Baseline
1023,30-39-12.38002N,76-34-07.44517W,200 NM from Baseline
1024,30-38-33.23939N,76-34-53.41893W,200 NM from Baseline
1025,30-37-54.27290N,76-35-39.59520W,200 NM from Baseline
1026,30-37-15.48217N,76-36-25.97392W,200 NM from Baseline
1027,30-36-36.88115N,76-37-12.56862W,200 NM from Baseline
1028,30-35-58.45892N,76-37-59.36507W,200 NM from Baseline
1029,30-35-20.21459N,76-38-46.36044W,200 NM from Baseline
1030,30-34-42.14904N,76-39-33.55383W,200 NM from Baseline
1031,30-34-04.26317N,76-40-20.94439W,200 NM from Baseline
1032,30-33-26.55789N,76-41-08.53128W,200 NM from Baseline
1033,30-32-49.03398N,76-41-56.31348W,200 NM from Baseline
1034,30-32-11.69211N,76-42-44.28989W,200 NM from Baseline
1035,30-31-34.53306N,76-43-32.45950W,200 NM from Baseline
1036,30-30-57.55791N,76-44-20.82167W,200 NM from Baseline
1037,30-30-20.76767N,76-45-09.37561W,200 NM from Baseline
1038,30-29-44.16256N,76-45-58.11975W,200 NM from Baseline
1039,30-29-07.74384N,76-46-47.05360W,200 NM from Baseline
1040,30-28-31.51168N,76-47-36.17556W,200 NM from Baseline
1041,30-27-55.48027N,76-48-25.49763W,200 NM from Baseline
1042,30-27-19.64067N,76-49-15.00913W,200 NM from Baseline
1043,30-26-43.99058N,76-50-04.70605W,200 NM from Baseline
1044,30-26-08.53055N,76-50-54.58719W,200 NM from Baseline
1045,30-25-33.26175N,76-51-44.65190W,200 NM from Baseline
1046,30-24-58.18473N,76-52-34.89899W,200 NM from Baseline
1047,30-24-23.30024N,76-53-25.32744W,200 NM from Baseline
1048,30-23-48.60908N,76-54-15.93627W,200 NM from Baseline
1049,30-23-14.11202N,76-55-06.72447W,200 NM from Baseline
1050,30-22-39.80993N,76-55-57.69115W,200 NM from Baseline
1051,30-22-05.70357N,76-56-48.83527W,200 NM from Baseline
1052,30-21-31.79351N,76-57-40.15566W,200 NM from Baseline
1053,30-20-58.08059N,76-58-31.65138W,200 NM from Baseline
1054,30-20-24.56547N,76-59-23.32132W,200 NM from Baseline
1055,30-19-51.25592N,77-00-15.17044W,200 NM from Baseline
1056,30-19-18.15510N,77-01-07.19955W,200 NM from Baseline
1057,30-18-45.25407N,77-01-59.39931W,200 NM from Baseline
1058,30-18-12.55427N,77-02-51.76931W,200 NM from Baseline
1059,30-17-40.05618N,77-03-44.30826W,200 NM from Baseline
1060,30-17-07.76018N,77-04-37.01486W,200 NM from Baseline
1061,30-16-35.66745N,77-05-29.88842W,200 NM from Baseline
1062,30-16-03.77856N,77-06-22.92779W,200 NM from Baseline
1063,30-15-32.09388N,77-07-16.13164W,200 NM from Baseline
1064,30-15-00.61432N,77-08-09.49905W,200 NM from Baseline
1065,30-14-29.34074N,77-09-03.02910W,200 NM from Baseline
1066,30-13-58.27371N,77-09-56.72063W,200 NM from Baseline
1067,30-13-27.41395N,77-10-50.57257W,200 NM from Baseline
1068,30-12-56.76202N,77-11-44.58376W,200 NM from Baseline
1069,30-12-26.31897N,77-12-38.75341W,200 NM from Baseline
1070,30-11-56.09751N,77-13-33.08923W,200 NM from Baseline
1071,30-11-13.84075N,77-13-34.79687W,200 NM from Baseline
1072,30-10-24.17611N,77-13-04.87782W,200 NM from Baseline
1073,30-09-34.38263N,77-12-35.22813W,200 NM from Baseline
1074,30-08-44.46150N,77-12-05.84816W,200 NM from Baseline
1075,30-07-54.41379N,77-11-36.73846W,200 NM from Baseline
1076,30-07-04.24029N,77-11-07.90029W,200 NM from Baseline
1077,30-06-13.94230N,77-10-39.33373W,200 NM from Baseline
1078,30-05-23.52058N,77-10-11.04009W,200 NM from Baseline
1079,30-04-32.97361N,77-09-43.02620W,200 NM from Baseline
1080,30-03-42.29948N,77-09-15.30021W,200 NM from Baseline
1081,30-02-51.50549N,77-08-47.84790W,200 NM from Baseline
1082,30-02-00.59231N,77-08-20.67088W,200 NM from Baseline
1083,30-01-09.56115N,77-07-53.76939W,200 NM from Baseline
1084,30-00-18.41665N,77-07-27.13493W,200 NM from Baseline
1085,29-59-27.15299N,77-07-00.78567W,200 NM from Baseline
1086,29-58-35.78018N,77-06-34.69917W,200 NM from Baseline
1087,29-57-44.29376N,77-06-08.89023W,200 NM from Baseline
1088,29-56-52.69467N,77-05-43.35976W,200 NM from Baseline
1089,29-56-00.98391N,77-05-18.10862W,200 NM from Baseline
1090,29-55-09.16276N,77-04-53.13684W,200 NM from Baseline
1091,29-54-17.23216N,77-04-28.44541W,200 NM from Baseline
1092,29-53-25.19335N,77-04-04.03447W,200 NM from Baseline
1093,29-52-33.04733N,77-03-39.90485W,200 NM from Baseline
1094,29-51-40.78928N,77-03-16.07435W,200 NM from Baseline
1095,29-50-48.42521N,77-02-52.52979W,200 NM from Baseline
1096,29-49-55.95966N,77-02-29.26161W,200 NM from Baseline
1097,29-49-03.41328N,77-02-06.21152W,200 NM from Baseline
1098,29-48-10.77740N,77-01-43.40820W,200 NM from Baseline
1099,29-47-18.04066N,77-01-20.88934W,200 NM from Baseline
1100,29-46-25.20427N,77-00-58.65512W,200 NM from Baseline
1101,29-45-32.26932N,77-00-36.70616W,200 NM from Baseline
1102,29-44-39.23699N,77-00-15.04282W,200 NM from Baseline
1103,29-43-46.10823N,76-59-53.66613W,200 NM from Baseline
1104,29-42-52.88191N,76-59-32.58412W,200 NM from Baseline
1105,29-41-59.56337N,76-59-11.78369W,200 NM from Baseline
1106,29-41-06.15759N,76-58-51.25205W,200 NM from Baseline
1107,29-40-12.66156N,76-58-31.00346W,200 NM from Baseline
1108,29-39-19.07780N,76-58-11.03327W,200 NM from Baseline
1109,29-38-25.42049N,76-57-51.29473W,200 NM from Baseline
1110,29-37-31.69853N,76-57-31.75877W,200 NM from Baseline
1111,29-36-37.88390N,76-57-12.53028W,200 NM from Baseline
1112,29-35-44.20879N,76-56-52.79536W,200 NM from Baseline
1113,29-34-50.84026N,76-56-31.94889W,200 NM from Baseline
1114,29-33-57.38346N,76-56-11.37385W,200 NM from Baseline
1115,29-33-03.83446N,76-55-51.08754W,200 NM from Baseline
1116,29-32-10.19451N,76-55-31.09002W,200 NM from Baseline
1117,29-31-16.46485N,76-55-11.38148W,200 NM from Baseline
1118,29-30-22.64918N,76-54-51.95301W,200 NM from Baseline
1119,29-29-28.74431N,76-54-32.82083W,200 NM from Baseline
1120,29-28-34.75730N,76-54-13.96341W,200 NM from Baseline
1121,29-27-40.68511N,76-53-55.39663W,200 NM from Baseline
1122,29-26-46.52859N,76-53-37.12213W,200 NM from Baseline
1123,29-25-52.28924N,76-53-19.13899W,200 NM from Baseline
1124,29-24-57.96543N,76-53-01.45893W,200 NM from Baseline
1125,29-24-03.55892N,76-52-44.08059W,200 NM from Baseline
1126,29-23-09.07303N,76-52-26.99577W,200 NM from Baseline
1127,29-22-14.50917N,76-52-10.20393W,200 NM from Baseline
1128,29-21-19.86845N,76-51-53.70566W,200 NM from Baseline
1129,29-20-25.15195N,76-51-37.50185W,200 NM from Baseline
1130,29-19-30.36087N,76-51-21.59267W,200 NM from Baseline
1131,29-18-35.49647N,76-51-05.97825W,200 NM from Baseline
1132,29-17-40.55987N,76-50-50.65914W,200 NM from Baseline
1133,29-16-45.55228N,76-50-35.63567W,200 NM from Baseline
1134,29-15-50.47491N,76-50-20.90796W,200 NM from Baseline
1135,29-14-55.32896N,76-50-06.47646W,200 NM from Baseline
1136,29-14-00.11559N,76-49-52.34151W,200 NM from Baseline
1137,29-13-04.83605N,76-49-38.50326W,200 NM from Baseline
1138,29-12-09.49136N,76-49-24.96288W,200 NM from Baseline
1139,29-11-14.08302N,76-49-11.71916W,200 NM from Baseline
1140,29-10-18.61192N,76-48-58.77401W,200 NM from Baseline
1141,29-09-23.07719N,76-48-46.13983W,200 NM from Baseline
1142,29-08-27.48133N,76-48-33.81031W,200 NM from Baseline
1143,29-07-31.82661N,76-48-21.77968W,200 NM from Baseline
1144,29-06-36.11427N,76-48-10.04806W,200 NM from Baseline
1145,29-05-40.34555N,76-47-58.61563W,200 NM from Baseline
1146,29-04-44.52167N,76-47-47.48251W,200 NM from Baseline
1147,29-03-48.64380N,76-47-36.64928W,200 NM from Baseline
1148,29-02-52.71321N,76-47-26.11588W,200 NM from Baseline
1149,29-01-56.73110N,76-47-15.88257W,200 NM from Baseline
1150,29-01-00.69865N,76-47-05.95005W,200 NM from Baseline
1151,29-00-04.61711N,76-46-56.31825W,200 NM from Baseline
1152,28-59-08.48777N,76-46-46.98687W,200 NM from Baseline
1153,28-58-12.31181N,76-46-37.95661W,200 NM from Baseline
1154,28-57-16.09039N,76-46-29.22810W,200 NM from Baseline
1155,28-56-19.82478N,76-46-20.80128W,200 NM from Baseline
1156,28-55-23.51628N,76-46-12.67576W,200 NM from Baseline
1157,28-54-27.16610N,76-46-04.85188W,200 NM from Baseline
1158,28-53-30.77526N,76-45-57.33202W,200 NM from Baseline
1159,28-52-34.34353N,76-45-50.13161W,200 NM from Baseline
1160,28-51-37.87397N,76-45-43.23379W,200 NM from Baseline
1161,28-50-41.36786N,76-45-36.63808W,200 NM from Baseline
1162,28-49-44.82636N,76-45-30.34557W,200 NM from Baseline
1163,28-48-48.25177N,76-45-24.34388W,200 NM from Baseline
1164,28-47-51.64313N,76-45-18.65942W,200 NM from Baseline
1165,28-46-55.00360N,76-45-13.26879W,200 NM from Baseline
1166,28-45-58.33367N,76-45-08.18154W,200 NM from Baseline
1167,28-45-01.63460N,76-45-03.39748W,200 NM from Baseline
1168,28-44-04.90764N,76-44-58.91680W,200 NM from Baseline
1169,28-43-08.15403N,76-44-54.73994W,200 NM from Baseline
1170,28-42-11.37502N,76-44-50.86681W,200 NM from Baseline
1171,28-41-14.57187N,76-44-47.29736W,200 NM from Baseline
1172,28-40-17.74583N,76-44-44.03202W,200 NM from Baseline
1173,28-39-20.89817N,76-44-41.07047W,200 NM from Baseline
1174,28-38-24.03015N,76-44-38.41282W,200 NM from Baseline
1175,28-37-27.21985N,76-44-35.53135W,200 NM from Baseline
1176,28-36-32.73572N,76-44-16.81007W,200 NM from Baseline
1177,28-35-38.17189N,76-43-58.35947W,200 NM from Baseline
1178,28-34-43.52333N,76-43-40.20296W,200 NM from Baseline
1179,28-33-48.79134N,76-43-22.34053W,200 NM from Baseline
1180,28-32-53.97692N,76-43-04.77344W,200 NM from Baseline
1181,28-31-59.24614N,76-42-46.86993W,200 NM from Baseline
1182,28-31-04.89070N,76-42-27.50237W,200 NM from Baseline
1183,28-30-10.74880N,76-42-07.47336W,200 NM from Baseline
1184,28-29-18.12559N,76-41-42.67993W,200 NM from Baseline
1185,28-28-25.39242N,76-41-18.16726W,200 NM from Baseline
1186,28-27-32.54901N,76-40-53.93978W,200 NM from Baseline
1187,28-26-39.59381N,76-40-30.00577W,200 NM from Baseline
1188,28-25-46.52770N,76-40-06.36696W,200 NM from Baseline
1189,28-24-53.35489N,76-39-43.01530W,200 NM from Baseline
1190,28-24-00.07669N,76-39-19.95093W,200 NM from Baseline
1191,28-23-06.69423N,76-38-57.17451W,200 NM from Baseline
1192,28-22-13.20869N,76-38-34.68651W,200 NM from Baseline
1193,28-21-19.62119N,76-38-12.48764W,200 NM from Baseline
1194,28-20-25.93303N,76-37-50.57802W,200 NM from Baseline
1195,28-19-32.14525N,76-37-28.95859W,200 NM from Baseline
1196,28-18-38.25900N,76-37-07.62997W,200 NM from Baseline
1197,28-17-44.27557N,76-36-46.59232W,200 NM from Baseline
1198,28-17-11.19943N,76-36-33.82794W,200 NM from Baseline
1199,28-17-11.10822N,76-36-43.47465W,Federal Register 1995
1200,28-17-11.05170N,79-11-22.99592W,Federal Register 1995
1201,27-52-55.09345N,79-28-35.04613W,Federal Register 1995
1202,27-26-01.14976N,79-31-37.05806W,Federal Register 1995
1203,27-16-13.17041N,79-34-17.06692W,Federal Register 1995
1204,27-11-54.17934N,79-34-55.06906W,Federal Register 1995
1205,27-05-59.19148N,79-35-18.07041W,Federal Register 1995
1206,27-00-28.20281N,79-35-16.07045W,Federal Register 1995
1207,26-55-16.21263N,79-34-38.06841W,Federal Register 1995
1208,26-53-58.21507N,79-34-26.06775W,Federal Register 1995
1209,26-45-46.23059N,79-32-40.06191W,Federal Register 1995
1210,26-44-30.23305N,79-32-22.06087W,Federal Register 1995
1211,26-43-40.23469N,79-32-19.06064W,Federal Register 1995
1212,26-41-12.23957N,79-32-00.05940W,Federal Register 1995
1213,26-38-13.24547N,79-31-32.05760W,Federal Register 1995
1214,26-36-30.24888N,79-31-06.05601W,Federal Register 1995
1215,26-35-21.25116N,79-30-49.05496W,Federal Register 1995
1216,26-34-51.25214N,79-30-45.05469W,Federal Register 1995
1217,26-34-11.25346N,79-30-37.05419W,Federal Register 1995
1218,26-31-12.25935N,79-30-14.05262W,Federal Register 1995
1219,26-29-05.26360N,79-29-52.05107W,Federal Register 1995
1220,26-25-31.27088N,79-29-57.05075W,Federal Register 1995
1221,26-23-29.27503N,79-29-54.05021W,Federal Register 1995
1222,26-23-21.27530N,79-29-53.05013W,Federal Register 1995
1223,26-18-57.28421N,79-31-54.05640W,Federal Register 1995
1224,26-15-26.29139N,79-33-16.06066W,Federal Register 1995
1225,26-15-13.29183N,79-33-22.06098W,Federal Register 1995
1226,26-08-09.30666N,79-35-52.06833W,Federal Register 1995
1227,26-07-47.30744N,79-36-08.06922W,Federal Register 1995
1228,26-06-59.30913N,79-36-34.07062W,Federal Register 1995
1229,26-02-52.31785N,79-38-21.07634W,Federal Register 1995
1230,25-59-30.32504N,79-40-02.08191W,Federal Register 1995
1231,25-59-16.32555N,79-40-07.08215W,Federal Register 1995
1232,25-57-48.32877N,79-40-37.08359W,Federal Register 1995
1233,25-56-18.33205N,79-41-05.08491W,Federal Register 1995
1234,25-54-04.33695N,79-41-37.08630W,Federal Register 1995
1235,25-53-24.33842N,79-41-45.08662W,Federal Register 1995
1236,25-51-54.34171N,79-41-58.08704W,Federal Register 1995
1237,25-49-33.34686N,79-42-15.08750W,Federal Register 1995
1238,25-48-24.34939N,79-42-22.08765W,Federal Register 1995
1239,25-48-20.34953N,79-42-23.08770W,Federal Register 1995
1240,25-46-26.35372N,79-42-43.08850W,Federal Register 1995
1241,25-46-16.35409N,79-42-44.08852W,Federal Register 1995
1242,25-43-40.35979N,79-42-58.08852W,Federal Register 1995
1243,25-42-31.36227N,79-42-47.08729W,Federal Register 1995
1244,25-40-37.36636N,79-42-26.08506W,Federal Register 1995
1245,25-37-24.37336N,79-42-26.08363W,Federal Register 1995
1246,25-37-08.37394N,79-42-26.08351W,Federal Register 1995
1247,25-31-03.38714N,79-42-11.07976W,Federal Register 1995
1248,25-27-59.39365N,79-42-10.07744W,Federal Register 1995
1249,25-24-04.40187N,79-42-11.07407W,Federal Register 1995
1250,25-22-21.40551N,79-42-19.07313W,Federal Register 1995
1251,25-21-29.40728N,79-42-07.07152W,Federal Register 1995
1252,25-16-52.41679N,79-41-23.06430W,Federal Register 1995
1253,25-15-57.41874N,79-41-30.06399W,Federal Register 1995
1254,25-10-39.42956N,79-41-30.05708W,Federal Register 1995
1255,25-09-51.43120N,79-41-35.05633W,Federal Register 1995
1256,25-09-03.43287N,79-41-44.05587W,Federal Register 1995
1257,25-03-54.44356N,79-42-29.05198W,Federal Register 1995
1258,25-02-59.44557N,79-42-56.05267W,Federal Register 1995
1259,25-00-29.45105N,79-44-05.05424W,Federal Register 1995
1260,24-59-02.45411N,79-44-48.05487W,Federal Register 1995
1261,24-55-27.46134N,79-45-57.05291W,Federal Register 1995
1262,24-44-17.48394N,79-49-24.04579W,Federal Register 1995
1263,24-43-03.48615N,79-49-38.04387W,Federal Register 1995
1264,24-42-35.48748N,79-50-50.04779W,Federal Register 1995
1265,24-41-46.48982N,79-52-57.05470W,Federal Register 1995
1266,24-38-31.49854N,79-59-58.07608W,Federal Register 1995
1267,24-36-26.50392N,80-03-51.08592W,Federal Register 1995
1268,24-33-17.51344N,80-12-43.11217W,Federal Register 1995
1269,24-33-04.51411N,80-13-21.11406W,Federal Register 1995
1270,24-32-12.51647N,80-15-16.11912W,Federal Register 1995
1271,24-31-26.51846N,80-16-55.12275W,Federal Register 1995
1272,24-30-56.51967N,80-17-47.12443W,Federal Register 1995
1273,24-30-13.52153N,80-19-21.12795W,Federal Register 1995
1274,24-30-05.52192N,80-19-44.12891W,Federal Register 1995
1275,24-29-37.52316N,80-21-05.13215W,Federal Register 1995
1276,24-28-17.52652N,80-24-35.14012W,Federal Register 1995
1277,24-28-05.52705N,80-25-10.14151W,Federal Register 1995
1278,24-27-22.52896N,80-27-20.14676W,Federal Register 1995
1279,24-26-29.53111N,80-29-30.15154W,Federal Register 1995
1280,24-25-06.53393N,80-32-22.15590W,Federal Register 1995
1281,24-23-29.53728N,80-36-09.16200W,Federal Register 1995
1282,24-22-32.53942N,80-38-56.16724W,Federal Register 1995
1283,24-22-06.54030N,80-39-51.16864W,Federal Register 1995
1284,24-19-30.54564N,80-45-21.17708W,Federal Register 1995
1285,24-19-15.54610N,80-45-47.17742W,Federal Register 1995
1286,24-18-37.54725N,80-46-49.17817W,Federal Register 1995
1287,24-18-34.54734N,80-46-54.17823W,Federal Register 1995
1288,24-09-50.56214N,80-59-47.18559W,Federal Register 1995
1289,24-09-47.56222N,80-59-51.18561W,Federal Register 1995
1290,24-08-57.56351N,81-01-07.18615W,Federal Register 1995
1291,24-08-29.56424N,81-01-51.18650W,Federal Register 1995
1292,24-08-25.56434N,81-01-57.18654W,Federal Register 1995
1293,24-07-27.56580N,81-03-06.18644W,Federal Register 1995
1294,24-02-19.57358N,81-09-05.18603W,Federal Register 1995
1295,23-59-59.57707N,81-11-15.18474W,Federal Register 1995
