ATLASNUM,DATECH,DATE_,OBSERVER,OBSMODE,COUNTY,CONUM,LONGDM,LATDM,TOWNSHIP,RANGE,SECTION,GAZPAGE,ERA,NEW90,STATUS90,STATUS80,STATUS70,SUBSTRAT,CANOPY,LOCATION,ISLAND,SIZE_,SIZECONF,SPECCONF,BRPE,DCCO,ANHI,GBHE,GWHE,GREG,SNEG,LBHE,TCHE,REEG,CAEG,GRHE,BCNH,YCNH,WHIB,GLIB,ROSP,WOST,SMWT,LGWT,SMDK,LGDK,LONGDEC,LATDEC,LONGALB,LATALB,lon,lat
616144,,,,Not checked,Hardee,25,81 53.00,27 24.00,35S,24E,26,98,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.883333,27.4,608890.4,378958.23,-81.88333300313187,27.39999995430851
616145,,,,Not checked,Hardee,25,81 55.00,27 22.00,36S,24E,04,98,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.916667,27.366667,605663.57,375201.35,-81.91666696692519,27.366667037537173
616147,,,,Not checked,De Soto,14,81 59.00,27 19.00,36S,23E,26,98,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.983333,27.316667,599173.79,369540.6,-81.98333297921415,27.316667020947214
616148,,,,Not checked,De Soto,14,81 39.00,27 19.00,36S,27E,30,99,80,No,Not checked,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.65,27.316667,632091.34,370123.48,-81.64999995124276,27.31666701594732
616149,,,,Not checked,De Soto,14,81 39.00,27 17.00,37S,27E,06,99,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.65,27.283333,632161.87,366422.73,-81.64999997718809,27.283332978793613
616157,,,,Not checked,De Soto,14,81 41.00,27 09.00,38S,26E,26,99,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.683333,27.15,629147.34,351558.08,-81.68333295049437,27.149999993772724
616163,,,,Not checked,Glades,22,81 14.00,27 05.00,39S,31E,16,100,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.233333,27.083333,673817.16,345075.07,-81.2333330271151,27.083333019502778
616165,,,,Not checked,Charlotte,08,81 59.00,27 01.00,40S,23E,11,98,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.983333,27.016667,599718.52,336234.4,-81.98333302314954,27.016666990884143
619011,,,,Not checked,Broward,06,80 27.00,26 04.00,50S,39E,28,114,70,No,Not checked,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.45,26.066667,754573.1,234250.95,-80.44999996962564,26.066666992562777
619042,,,,Not checked,Palm Beach,50,80 25.00,26 56.00,41S,39E,02,108,70,No,Not checked,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.416667,26.933333,755106.36,330508.68,-80.41666701538288,26.933333006288162
619107,,,,Not checked,Palm Beach,50,80 19.50,26 54.00,41S,40E,15,109,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.325,26.9,764298.13,327076.86,-80.32500000247704,26.899999957997267
619108,,,,Not checked,Martin,43,80 22.00,26 58.00,40S,40E,29,109,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.366667,26.966667,759950.88,334353.03,-80.36666701581537,26.96666702807253
619116,,,,Not checked,Charlotte,08,81 54.80,26 51.10,42S,24E,04,104,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.913333,26.851667,606960.22,318033.07,-81.91333305047618,26.851666985606027
619117,,,,Not checked,Charlotte,08,81 50.20,26 51.10,42S,25E,05,105,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.836667,26.851667,614563.36,318164.1,-81.83666700770122,26.851666948717074
619124,,,,Not checked,Hendry,26,81 33.00,26 42.00,43S,28E,31,105,80,No,Not checked,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.55,26.7,643326.51,301861.42,-81.5500000104898,26.699999948174295
619152,,,,Not checked,Collier,11,81 19.00,26 22.00,47S,30E,27,112,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.316667,26.366667,667302.03,265350.81,-81.31666699234243,26.366666998734683
619186,,,,Not checked,Collier,11,81 05.00,26 02.00,51S,32E,13,113,80,No,Not checked,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.083333,26.033333,691416.52,228894.13,-81.08333302288126,26.03333296955098
619214,,,,Not checked,Broward,06,80 27.17,26 00.22,51S,39E,16,114,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.452833,26.003667,754491.29,227254.43,-80.45283302762462,26.003667027522507
619215,,,,Not checked,Broward,06,80 33.52,26 01.36,51S,38E,08,114,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.558667,26.022667,743858.57,229062.35,-80.55866703887423,26.02266698216061
620006,,,,Not checked,Dade,13,80 46.00,25 13.00,60S,35E,12,121,70,No,Not checked,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.766667,25.216667,725424.34,139114.29,-80.76666702993016,25.216666980398635
620018,,,,Not checked,Dade,13,80 40.00,25 13.00,60S,36E,12,122,70,No,Not checked,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.666667,25.216667,735486.6,139382.27,-80.66666699452189,25.2166670055701
620039,,,,Not checked,Dade,13,80 43.00,25 35.00,56S,36E,22,118,70,No,Not checked,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.716667,25.583333,729372.75,179903.14,-80.71666700649722,25.583332952201914
620155,,,,Not checked,Broward,06,80 50.94,25 59.23,51S,35E,32,117,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.849,25.987167,714955.71,224348.75,-80.84899999402036,25.98716701457434
620156,,,,Not checked,Dade,13,80 40.50,25 54.50,52S,37E,18,118,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.675,25.908333,732579.48,216060.71,-80.67500001838476,25.90833296518161
620157,,,,Not checked,Dade,13,80 47.60,25 51.91,53S,35E,12,117,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.793333,25.865167,720870.61,210959.11,-80.79333299645992,25.865166994455834
620158,,,,Not checked,Dade,13,80 50.37,25 46.33,54S,35E,16,117,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.8395,25.772167,716516.43,200524.34,-80.83950002146332,25.77216698529808
620160,,,,Not checked,Dade,13,80 45.48,25 57.47,52S,36E,08,117,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.758,25.957833,724135.04,221330.52,-80.75800004647529,25.957833018456142
620161,,,,Not checked,Dade,13,80 28.04,25 56.22,52S,39E,08,118,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.467333,25.937,753254.52,219817.98,-80.46733295211135,25.937000006325007
620162,,,,Not checked,Dade,13,80 28.57,25 56.30,52S,39E,07,118,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.476167,25.938333,752367.16,219940.56,-80.47616699713159,25.938332984835935
620163,,,,Not checked,Dade,13,80 28.57,25 56.30,52S,39E,07,118,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.476167,25.938333,752367.16,219940.56,-80.47616699713159,25.938332984835935
620164,,,,Not checked,Dade,13,80 38.40,25 51.30,53S,37E,09,118,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.64,25.855,736240.68,210239.92,-80.64000004142439,25.854999959419917
620165,,,,Not checked,Dade,13,80 49.45,25 55.50,52S,35E,22,117,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.824167,25.925,717614.97,217516.25,-80.82416698163539,25.92500000785082
620166,,,,Not checked,Broward,06,80 27.06,25 58.35,51S,39E,28,118,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.451,25.9725,754773.95,223802.56,-80.45100001209711,25.97250001648773
620167,,,,Not checked,Dade,13,80 28.38,25 56.42,52S,39E,07,118,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.473,25.940333,752677.41,220171.45,-80.47300002805909,25.94033294818762
620169,,,,Not checked,Dade,13,80 33.01,25 50.82,53S,38E,08,118,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.550167,25.847,745252.93,209600.82,-80.55016703698635,25.846999947677983
620170,,,,Not checked,Dade,13,80 28.38,25 56.25,52S,39E,07,118,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.473,25.9375,752686.4,219857.22,-80.47300002006524,25.937500015350373
620171,,,,Not checked,Dade,13,80 28.30,25 55.66,52S,39E,07,118,80,No,Not checked,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.471667,25.927667,752850.88,218770.36,-80.47166696893517,25.927666998404256
591101,06/05/1999,1999-06-05T04:00:00.000Z,KB,Aerial,Walton,66,86 09.50,30 59.10,06N,19W,29,29,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.158333,30.985,193964.18,776991.84,-86.15833304052695,30.985000006065007
591102,06/08/1999,1999-06-08T04:00:00.000Z,RF,Aerial,Walton,66,86 04.30,30 58.60,06N,18W,31,29,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.071667,30.976667,202221.05,775925.68,-86.07166700349237,30.97666702127832
591104,06/05/1999,1999-06-05T04:00:00.000Z,KB,Aerial,Walton,66,86 21.00,30 56.10,05N,21W,16,29,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.35,30.935,175563.96,771780.61,-86.35000001481752,30.935000033922446
591105,06/08/1999,1999-06-08T04:00:00.000Z,RF,Aerial,Holmes,30,86 00.70,30 56.00,05N,18W,14,29,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.011667,30.933333,207870.23,771024.25,-86.0116669774593,30.933333024375226
591106,06/05/1999,1999-06-05T04:00:00.000Z,KB,Aerial,Okaloosa,46,86 33.90,30 55.00,05N,23W,20,28,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.565,30.916667,154990.99,770156.44,-86.56499996233293,30.916666990839055
591107,06/05/1999,1999-06-05T04:00:00.000Z,KB,Aerial,Walton,66,86 17.20,30 53.00,05N,20W,31,29,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.286667,30.883333,181505.57,765936.01,-86.28666705062497,30.883332988010505
591108,06/05/1999,1999-06-05T04:00:00.000Z,KB,Aerial,Walton,66,86 17.00,30 52.90,04N,20W,06,29,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.283333,30.881667,181820.68,765745.31,-86.28333303641699,30.881666985072748
591109,06/05/1999,1999-06-05T04:00:00.000Z,KB,Aerial,Escambia,17,87 18.90,30 50.90,04N,31W,39,26,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87.315,30.848333,83162.46,764286.1,-87.31499995518513,30.848333016029017
591110,06/05/1999,1999-06-05T04:00:00.000Z,KB,Aerial,Escambia,17,87 18.20,30 48.10,03N,31W,02,26,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87.303333,30.801667,84138.61,759080.62,-87.30333300823473,30.801667042416245
592002,06/01/1999,1999-06-01T04:00:00.000Z,KB,Aerial,Leon,37,84 18.00,30 40.00,03N,01W,14,34,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.3,30.666667,371274.46,739905.87,-84.29999997367186,30.666666970073635
592004,06/01/1999,1999-06-01T04:00:00.000Z,KB,Aerial,Wakulla,65,84 10.10,30 05.30,04S,02E,31,50,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.168333,30.088333,383794.18,675697.48,-84.16833302663048,30.08833299465363
592005,05/31/1999,1999-05-31T04:00:00.000Z,RF,Aerial,Wakulla,65,84 19.00,30 02.90,60N,60E,Key,50,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.316667,30.048333,369502.34,671285.46,-84.31666700236538,30.04833298167126
592006,05/31/1999,1999-05-31T04:00:00.000Z,KB,Aerial,Wakulla,65,84 18.00,30 08.00,60N,60E,46,50,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.3,30.133333,371130.46,680716.55,-84.30000002233835,30.133333013605395
592100,06/02/1999,1999-06-02T04:00:00.000Z,RF,Aerial,Walton,66,85 58.00,30 26.00,01S,17W,05,46,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.966667,30.433333,211282.94,715482.96,-85.96666702845307,30.43333300336994
592101,06/07/1999,1999-06-07T04:00:00.000Z,RF,Aerial,Jackson,32,84 58.60,30 41.10,03N,07W,06,32,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.976667,30.685,306499.37,742275.41,-84.97666695135584,30.684999964210203
592102,06/04/1999,1999-06-04T04:00:00.000Z,RF,Aerial,Calhoun,07,85 12.00,30 13.00,03S,10W,13,48,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.2,30.216667,284613.56,690492.62,-85.20000004317033,30.21666703010767
592103,06/02/1999,1999-06-02T04:00:00.000Z,RF,Aerial,Walton,66,85 59.00,30 26.00,01S,17W,06,46,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.983333,30.433333,209683.85,715508.57,-85.983332977539,30.433332976954148
592104,06/07/1999,1999-06-07T04:00:00.000Z,RF,Aerial,Washington,67,85 47.20,30 41.10,03N,15W,07,30,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.786667,30.685,228958.69,743144.25,-85.78666702750863,30.68500000613776
592105,06/04/1999,1999-06-04T04:00:00.000Z,KB,Aerial,Washington,67,85 35.00,30 33.00,02N,13W,30,31,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.583333,30.55,248230.8,727899.39,-85.58333299874649,30.55000001971967
592107,06/07/1999,1999-06-07T04:00:00.000Z,RF,Aerial,Holmes,30,85 52.00,30 46.00,04N,16W,08,30,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.866667,30.766667,221437.86,752318,-85.86666700377886,30.766666954005068
592108,06/01/1999,1999-06-01T04:00:00.000Z,RF,Aerial,Leon,37,84 18.00,30 35.00,02N,01W,11,34,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.3,30.583333,371251.96,730658.89,-84.30000000692696,30.58333296903749
592109,06/08/1999,1999-06-08T04:00:00.000Z,RF,Aerial,Jackson,32,85 18.80,30 58.50,07N,11W,27,31,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.313333,30.975,274612.57,774747.09,-85.31333295033042,30.97499995944787
592110,06/08/1999,1999-06-08T04:00:00.000Z,RF,Aerial,Jackson,32,84 59.00,30 56.00,06N,08W,12,32,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.983333,30.933333,306080.92,769831.54,-84.98333294492548,30.933332976286664
592111,06/08/1999,1999-06-08T04:00:00.000Z,RF,Aerial,Jackson,32,84 59.00,30 57.00,06N,08W,01,32,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.983333,30.95,306095.66,771680.45,-84.98333299116896,30.950000014911957
592112,06/08/1999,1999-06-08T04:00:00.000Z,RF,Aerial,Jackson,32,85 26.30,30 55.80,06N,12W,16,31,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.438333,30.93,262620.77,769888.52,-85.43833302951184,30.92999994310234
592113,06/08/1999,1999-06-08T04:00:00.000Z,RF,Aerial,Jackson,32,85 21.00,30 55.00,06N,11W,17,31,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.35,30.916667,271041.16,768314.1,-85.35000004630037,30.91666700320416
592115,06/08/1999,1999-06-08T04:00:00.000Z,RF,Aerial,Jackson,32,85 16.30,30 53.60,06N,10W,30,31,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.271667,30.893333,278496.96,765646.04,-85.27166701800857,30.89333295522984
592116,06/07/1999,1999-06-07T04:00:00.000Z,RF,Aerial,Jackson,32,85 34.70,30 53.00,06N,13W,31,31,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.578333,30.883333,249183.41,764875.32,-85.57833303059208,30.88333296946456
592117,06/07/1999,1999-06-07T04:00:00.000Z,RF,Aerial,Jackson,32,85 22.30,30 50.40,05N,11W,18,31,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.371667,30.84,268876.9,759831.92,-85.37166700402457,30.839999996305952
592118,06/07/1999,1999-06-07T04:00:00.000Z,RF,Aerial,Jackson,32,85 02.80,30 48.90,05N,08W,20,32,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.046667,30.815,299920.54,756753.73,-85.04666696887018,30.81500001272237
592119,06/07/1999,1999-06-07T04:00:00.000Z,RF,Aerial,Holmes,30,85 52.80,30 48.00,05N,16W,31,30,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.88,30.8,220218.93,756035.24,-85.8799999816098,30.799999980368025
592120,06/07/1999,1999-06-07T04:00:00.000Z,RF,Aerial,Washington,67,85 47.00,30 46.10,04N,15W,07,30,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.783333,30.768333,229411.55,752384.85,-85.78333301879442,30.768332967798962
592121,06/07/1999,1999-06-07T04:00:00.000Z,RF,Aerial,Jackson,32,85 02.30,30 45.50,04N,08W,09,32,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.038333,30.758333,300664.45,750460.03,-85.03833304659494,30.758332952687635
592123,06/07/1999,1999-06-07T04:00:00.000Z,RF,Aerial,Washington,67,85 38.00,30 43.00,04N,14W,27,30,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.633333,30.716667,243683.31,746454.06,-85.63333301072115,30.716666991396306
592125,06/01/1999,1999-06-01T04:00:00.000Z,KB,Aerial,Leon,37,84 12.50,30 40.80,03N,01E,62,34,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.208333,30.68,380054.23,741367.2,-84.208332977477,30.680000002468702
592126,06/07/1999,1999-06-07T04:00:00.000Z,RF,Aerial,Washington,67,85 43.70,30 40.80,03N,15W,10,30,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.728333,30.68,234534.98,742509.92,-85.72833298683064,30.67999998144528
592127,06/01/1999,1999-06-01T04:00:00.000Z,RF,Aerial,Leon,37,84 09.00,30 39.20,03N,02E,20,34,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.15,30.653333,385635.42,738400.12,-84.14999999362891,30.65333296498154
592128,06/01/1999,1999-06-01T04:00:00.000Z,RF,Aerial,Leon,37,84 06.30,30 38.10,03N,02E,26,35,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.105,30.635,389943.06,736361.41,-84.1050000015592,30.63500000527674
592131,05/31/1999,1999-05-31T04:00:00.000Z,RF,Aerial,Gadsden,20,84 50.90,30 37.80,03N,06W,28,33,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.848333,30.63,318743.15,736081.81,-84.84833302958657,30.629999951797597
592132,05/31/1999,1999-05-31T04:00:00.000Z,RF,Aerial,Gadsden,20,84 49.80,30 37.10,03N,06W,34,33,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.83,30.618333,320490.42,734775.29,-84.83000003631298,30.6183330375125
592133,06/01/1999,1999-06-01T04:00:00.000Z,RF,Aerial,Leon,37,84 16.80,30 34.60,02N,01W,13,34,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.28,30.576667,373166.81,729914.68,-84.28000004480289,30.576666966426213
592134,06/01/1999,1999-06-01T04:00:00.000Z,RF,Aerial,Leon,37,84 16.50,30 34.40,02N,01E,18,34,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.275,30.573333,373645.15,729543.64,-84.2750000355563,30.57333298321823
592136,06/04/1999,1999-06-04T04:00:00.000Z,KB,Aerial,Washington,67,85 43.00,30 30.50,01N,15W,11,30,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.716667,30.508333,235386.6,723447.02,-85.71666695932197,30.50833296175571
592138,05/31/1999,1999-05-31T04:00:00.000Z,KB,Aerial,Leon,37,84 39.00,30 19.00,02S,04W,08,49,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.65,30.316667,337556.82,701194.76,-84.64999998931711,30.316666980830675
592139,05/31/1999,1999-05-31T04:00:00.000Z,KB,Aerial,Wakulla,65,84 16.00,30 13.00,60N,60E,901,50,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.266667,30.216667,374358.15,689958.91,-84.26666702935654,30.216666992666912
592141,06/01/1999,1999-06-01T04:00:00.000Z,KB,Aerial,Wakulla,65,84 09.10,30 08.00,04S,02E,17,50,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.151667,30.133333,385404.8,680690.41,-84.15166701639119,30.13333302132618
592142,05/31/1999,1999-05-31T04:00:00.000Z,RF,Aerial,Wakulla,65,84 18.10,30 04.10,60N,60E,121,50,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.301667,30.068333,370952.39,673501.9,-84.30166703330418,30.06833296090531
592143,05/31/1999,1999-05-31T04:00:00.000Z,KB,Aerial,Wakulla,65,84 26.00,30 03.00,05S,02W,16,50,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.433333,30.05,358267.13,671504.67,-84.43333295665514,30.04999996933781
592145,06/04/1999,1999-06-04T04:00:00.000Z,RF,Aerial,Bay,03,85 40.50,30 06.80,04S,14W,19,46,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.675,30.113333,238786.39,679556.35,-85.67499994357419,30.113332964940906
