ATLASNUM,DATECH,DATE_,OBSERVER,OBSMODE,COUNTY,CONUM,LONGDM,LATDM,TOWNSHIP,RANGE,SECTION,GAZPAGE,ERA,NEW90,STATUS90,STATUS80,STATUS70,SUBSTRAT,CANOPY,LOCATION,ISLAND,SIZE_,SIZECONF,SPECCONF,BRPE,DCCO,ANHI,GBHE,GWHE,GREG,SNEG,LBHE,TCHE,REEG,CAEG,GRHE,BCNH,YCNH,WHIB,GLIB,ROSP,WOST,SMWT,LGWT,SMDK,LGDK,LONGDEC,LATDEC,LONGALB,LATALB,lon,lat
616104,05/05/1999,1999-05-05T04:00:00.000Z,KB,Aerial,Indian River,31,80 22.30,27 37.70,33S,40E,07,97,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.371667,27.628333,757294.22,407777.8,-80.37166697840614,27.628333002262853
616105,04/27/1999,1999-04-27T04:00:00.000Z,RF,Aerial,Okeechobee,47,80 44.40,27 27.50,35S,36E,04,102,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.74,27.458333,721531.16,387893.28,-80.74000001740208,27.458332966080683
616108,04/27/1999,1999-04-27T04:00:00.000Z,KB,Aerial,St. Lucie,56,80 39.50,27 24.80,35S,37E,20,102,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.658333,27.413333,729719.36,383113.72,-80.65833299053514,27.413333000926023
616109,04/27/1999,1999-04-27T04:00:00.000Z,RF,Aerial,St. Lucie,56,80 20.00,27 31.00,34S,40E,16,97,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.333333,27.516667,761436.65,395494.64,-80.33333299181118,27.516667000365437
616111,03/16/1999,1999-03-16T04:00:00.000Z,RF,Aerial,Martin,43,80 16.00,27 12.50,37S,41E,32,103,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.266667,27.208333,769042.57,361469.42,-80.26666694949846,27.208333015818777
616115,05/06/1999,1999-05-06T04:00:00.000Z,KB,Aerial,Polk,53,81 54.00,27 59.00,29S,24E,03,92,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.9,27.983333,606142.61,443700.02,-81.89999995676385,27.983332979925784
616116,05/06/1999,1999-05-06T04:00:00.000Z,RF,Aerial,Polk,53,81 51.00,27 59.50,29S,25E,06,93,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.85,27.991667,611034.14,444709.99,-81.84999996295457,27.991666944291808
616120,05/06/1999,1999-05-06T04:00:00.000Z,RF,Aerial,Polk,53,81 42.00,27 58.50,29S,26E,10,93,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.7,27.975,625790.32,443125.01,-81.69999997646558,27.974999940144407
616121,04/27/1999,1999-04-27T04:00:00.000Z,RF,Aerial,Osceola,49,81 15.00,27 55.00,29S,31E,31,94,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.25,27.916667,670104.42,437553.01,-81.24999995683753,27.91666695129689
616125,04/27/1999,1999-04-27T04:00:00.000Z,RF,Aerial,Osceola,49,81 14.60,27 52.60,30S,31E,17,94,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.243333,27.876667,670858.43,433126.58,-81.24333303280494,27.876667032675584
616126,05/05/1999,1999-05-05T04:00:00.000Z,RF,Aerial,Polk,53,81 48.00,27 52.00,30S,25E,15,93,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.8,27.866667,616189.04,430916.94,-81.79999998628169,27.866666988811495
616127,05/05/1999,1999-05-05T04:00:00.000Z,RF,Aerial,Polk,53,81 52.50,27 51.00,30S,24E,26,93,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.875,27.85,608851.59,428937.04,-81.87500004080177,27.850000009283633
616128,05/05/1999,1999-05-05T04:00:00.000Z,RF,Aerial,Polk,53,81 53.00,27 50.00,30S,24E,35,92,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.883333,27.833333,608064.45,427072.3,-81.88333301373524,27.833333002789328
616130,05/05/1999,1999-05-05T04:00:00.000Z,RF,Aerial,Indian River,31,80 44.40,27 48.60,31S,37E,70,96,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.74,27.81,720498.87,426932.04,-80.74000004157182,27.81000000782547
616131,05/05/1999,1999-05-05T04:00:00.000Z,RF,Aerial,Indian River,31,80 42.50,27 48.00,31S,37E,70,96,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.708333,27.8,723641.04,425904.61,-80.70833300854757,27.799999998109907
616133,04/29/1999,1999-04-29T04:00:00.000Z,KB,Aerial,Polk,53,81 52.70,27 43.50,32S,24E,02,92,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.878333,27.725,608762.87,415051.89,-81.87833303458223,27.725000012524198
616134,04/29/1999,1999-04-29T04:00:00.000Z,KB,Aerial,Polk,53,81 51.30,27 42.40,32S,25E,07,93,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.855,27.706667,611093.92,413056.01,-81.85500001529017,27.706666973024905
616135,04/29/1999,1999-04-29T04:00:00.000Z,KB,Aerial,Polk,53,81 56.00,27 41.00,32S,24E,20,92,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.933333,27.683333,603429.17,410333.47,-81.933332993925,27.683332986987416
616136,05/05/1999,1999-05-05T04:00:00.000Z,KB,Aerial,Indian River,31,80 35.60,27 40.50,31S,37E,70,96,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.593333,27.675,735328.6,412335.54,-80.5933330369145,27.674999979255603
616137,04/29/1999,1999-04-29T04:00:00.000Z,KB,Aerial,Polk,53,81 54.50,27 39.00,32S,24E,33,92,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.908333,27.65,605952.56,406673.86,-81.90833295438269,27.65000002211593
616138,05/05/1999,1999-05-05T04:00:00.000Z,KB,Aerial,Okeechobee,47,80 50.00,27 38.00,33S,35E,04,95,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.833333,27.633333,711828.87,407080.3,-80.83333301531027,27.633332979386154
616142,04/27/1999,1999-04-27T04:00:00.000Z,KB,Aerial,Okeechobee,47,80 41.30,27 26.50,35S,36E,12,102,80,No,Active,Active,Unknown,Shrub,Closed,Inland,Yes,>3000,High,Medium,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,1,0,-80.688333,27.441667,726675.51,386179.06,-80.68833304517686,27.441667003320063
616155,04/22/1999,1999-04-22T04:00:00.000Z,JS,Aerial,Okeechobee,47,80 51.00,27 10.25,38S,35E,17,101,80,No,Active,Active,Unknown,Herbaceous,Open,Inland,Yes,50-250,High,High,0,0,10,20,0,30,0,10,0,0,1,0,0,0,30,0,0,0,0,0,0,0,-80.85,27.170833,711499.75,355697.52,-80.84999998440256,27.170832980840814
616177,05/05/1999,1999-05-05T04:00:00.000Z,RF,Aerial,Indian River,31,80 26.45,27 46.96,31S,39E,16,96,80,No,Active,Active,Unknown,Tree,Open,Coastal,Yes,250-500,High,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,-80.440833,27.782667,749990.51,424711.11,-80.44083304064786,27.782666949617926
616188,03/31/1999,1999-03-31T04:00:00.000Z,RF,Aerial,Indian River,31,80 21.10,27 33.50,33S,40E,32,97,80,No,Active,Active,Unknown,Shrub,Open,Coastal,Yes,<50,High,High,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.351667,27.558333,759493.06,400065.91,-80.35166700375694,27.5583330171096
616200,05/05/1999,1999-05-05T04:00:00.000Z,KB,Aerial,Indian River,31,80 21.66,27 35.75,33S,40E,20,97,80,No,Active,Active,Unknown,Tree,Open,Coastal,Yes,50-250,High,High,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.361,27.595833,758450.82,404201.23,-80.36099997780377,27.595832990797692
616301,05/05/1999,1999-05-05T04:00:00.000Z,RF,Aerial,Brevard,05,80 30.09,27 53.64,30S,38E,11,96,90,Yes,Active,Unknown,Unknown,Tree,Open,Coastal,Yes,250-500,High,High,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30,40,0,0,0,-80.5015,27.894,743675.72,436899.32,-80.5014999702409,27.893999962702587
616302,05/05/1999,1999-05-05T04:00:00.000Z,RF,Aerial,Brevard,05,80 29.72,27 53.01,30S,38E,11,96,90,Yes,Active,Unknown,Unknown,Tree,Open,Coastal,Yes,250-500,High,High,70,20,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-80.495333,27.8835,744314.51,435750.93,-80.49533296421455,27.883499991454283
616303,03/31/1999,1999-03-31T04:00:00.000Z,RF,Aerial,Brevard,05,80 32.36,27 58.59,29S,38E,09,96,90,Yes,Active,Unknown,Unknown,Tree,Open,Coastal,Yes,500-1000,High,High,60,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,-80.539333,27.9765,739703.08,445952.86,-80.53933301089022,27.976500022234266
616304,03/31/1999,1999-03-31T04:00:00.000Z,RF,Aerial,Indian River,31,80 26.19,27 46.58,31S,39E,21,96,90,Yes,Active,Unknown,Unknown,Tree,Open,Coastal,Yes,<50,High,High,0,0,33,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.4365,27.776333,750436.8,424020.31,-80.4365000468224,27.776333024634873
616305,03/31/1999,1999-03-31T04:00:00.000Z,RF,Aerial,Indian River,31,80 21.63,27 35.72,33S,40E,20,97,90,Yes,Active,Unknown,Unknown,Tree,Open,Coastal,Yes,250-500,High,High,70,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.3605,27.595333,758501.69,404147.18,-80.36050003133958,27.595332973156612
616306,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Charlotte,08,81 36.96,27 01.51,40S,27E,04,99,90,Yes,Active,Unknown,Unknown,Shrub,Open,Inland,No,50-250,High,Medium,0,20,0,1,0,70,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,-81.616,27.025167,636074.54,337827.08,-81.61599997013158,27.025166977120982
616307,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Glades,22,81 14.70,27 05.43,39S,31E,17,100,90,Yes,Active,Unknown,Unknown,Tree,Open,Inland,No,<50,High,High,0,0,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.245,27.0905,672644.9,345844.79,-81.24499995451347,27.090500022058908
616308,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Glades,22,80 57.80,27 10.94,38S,34E,07,101,90,Yes,Active,Unknown,Unknown,Shrub,Open,Inland,No,50-250,High,High,0,0,0,0,0,0,0,10,0,0,90,0,0,0,0,0,0,0,0,0,0,0,-80.963333,27.182333,700263.25,356692.91,-80.96333300993453,27.18233299647557
616309,04/22/1999,1999-04-22T04:00:00.000Z,JS,Aerial,St. Lucie,56,80 14.75,27 16.21,37S,41E,09,103,90,Yes,Active,Unknown,Unknown,Herbaceous,Open,Coastal,No,<50,High,Medium,0,0,0,0,0,0,0,40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,-80.245833,27.270167,770892.39,368394.7,-80.24583303487351,27.27016699747782
616310,04/29/1999,1999-04-29T04:00:00.000Z,RF,Aerial,Highlands,28,81 26.49,27 38.08,33S,29E,05,94,90,Yes,Active,Unknown,Unknown,Tree,Closed,Inland,No,1000-3000,High,Low,0,0,0,0,0,10,0,10,0,0,80,0,0,0,0,0,0,0,0,0,0,0,-81.4415,27.634667,651947.83,405838.17,-81.44150001235803,27.6346669950214
616311,04/29/1999,1999-04-29T04:00:00.000Z,KB,Aerial,Polk,53,81 59.28,27 44.92,31S,23E,26,92,90,Yes,Active,Unknown,Unknown,Tree,Open,Inland,Yes,<50,High,High,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.988,27.748667,597930.22,417498.94,-81.98799997020294,27.748667031675044
616312,04/29/1999,1999-04-29T04:00:00.000Z,KB,Aerial,Polk,53,81 53.38,27 44.46,31S,24E,35,92,90,Yes,Active,Unknown,Unknown,Tree,Open,Inland,Yes,250-500,High,High,0,0,10,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.889667,27.741,607617.36,416809.32,-81.88966699670817,27.741000023162186
616313,05/05/1999,1999-05-05T04:00:00.000Z,RF,Aerial,Polk,53,81 57.89,27 52.61,30S,23E,13,92,90,Yes,Active,Unknown,Unknown,Shrub,Closed,Inland,Yes,250-500,High,Medium,0,0,0,0,0,20,10,0,0,0,30,0,1,0,20,0,0,0,20,0,0,0,-81.964833,27.876833,599974.17,431767.61,-81.96483300109948,27.876833011896746
616314,05/05/1999,1999-05-05T04:00:00.000Z,RF,Aerial,Indian River,31,80 26.29,27 46.74,31S,39E,16,96,90,Yes,Active,Unknown,Unknown,Tree,Open,Coastal,Yes,50-250,High,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,-80.438167,27.779,750264.36,424311.62,-80.43816702578707,27.77899995755053
616315,05/05/1999,1999-05-05T04:00:00.000Z,RF,Aerial,Indian River,31,80 26.36,27 46.83,31S,39E,16,96,90,Yes,Active,Unknown,Unknown,Tree,Open,Coastal,Yes,50-250,High,High,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1,0,0,0,-80.439333,27.7805,750144.92,424474.82,-80.4393330215373,27.78049996803026
616316,05/05/1999,1999-05-05T04:00:00.000Z,KB,Aerial,Indian River,31,80 42.61,27 38.41,33S,36E,02,96,90,Yes,Active,Unknown,Unknown,Shrub,Open,Inland,No,250-500,Medium,High,0,0,0,1,0,0,0,20,0,0,80,0,0,0,0,0,0,0,0,0,0,0,-80.710167,27.640167,723934.24,408156.45,-80.71016699050905,27.640166963464484
616317,05/05/1999,1999-05-05T04:00:00.000Z,KB,Aerial,Indian River,31,80 28.61,27 36.42,33S,39E,18,96,90,Yes,Active,Unknown,Unknown,Shrub,Closed,Inland,No,50-250,Medium,Low,0,0,0,0,0,20,0,20,0,0,30,0,0,0,20,0,0,0,10,0,0,0,-80.476833,27.607,747008.7,405109.46,-80.47683302125563,27.607000001974203
616318,05/05/1999,1999-05-05T04:00:00.000Z,KB,Aerial,Okeechobee,47,80 49.42,27 33.11,34S,35E,04,95,90,Yes,Active,Unknown,Unknown,Shrub,Open,Inland,Yes,250-500,High,High,0,0,0,0,0,0,0,40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,-80.823667,27.551833,713013.59,398057.32,-80.82366701385995,27.551832962407694
616319,05/06/1999,1999-05-06T04:00:00.000Z,RF,Aerial,Polk,53,81 59.71,27 55.06,29S,23E,34,92,90,Yes,Active,Unknown,Unknown,Shrub,Open,Inland,No,50-250,High,Medium,0,0,0,0,0,10,0,0,0,0,70,0,0,0,0,0,0,0,0,20,0,0,-81.995167,27.917667,596920.11,436252.97,-81.99516702627679,27.917666977914408
616320,05/06/1999,1999-05-06T04:00:00.000Z,RF,Aerial,Polk,53,81 51.14,27 59.57,29S,25E,06,93,90,Yes,Active,Unknown,Unknown,Shrub,Open,Inland,No,<50,High,Low,0,0,0,0,0,25,25,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,-81.852333,27.992833,610802.91,444835.47,-81.852332972172,27.992832948904994
616321,06/05/1999,1999-06-05T04:00:00.000Z,JR,Ground,Polk,53,81 27.00,27 54.00,30S,29E,06,94,90,Yes,Active,Unknown,Unknown,Tree,Open,Inland,Yes,50-250,High,High,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,-81.45,27.9,650501.64,435280.32,-81.45000000958964,27.89999998649068
619006,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 29.83,26 06.32,50S,38E,12,114,70,No,Active,Active,Active,Shrub,Open,Inland,Yes,<50,High,High,0,0,30,20,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.497167,26.105333,749741.47,238405.51,-80.49716701179939,26.105333026691227
619008,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 32.49,26 07.23,50S,38E,04,114,70,No,Active,Inactive,Active,Shrub,Open,Inland,Yes,50-250,High,High,0,0,10,10,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.5415,26.1205,745269,239963.11,-80.54149997147174,26.12049999183709
619012,04/21/1999,1999-04-21T04:00:00.000Z,JS,Aerial,Charlotte,08,81 58.48,26 58.73,40S,23E,24,104,70,No,Active,Active,Active,Shrub,Open,Coastal,Yes,<50,High,High,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,-81.974667,26.978833,600645.66,332048.37,-81.97466702918912,26.97883301556986
619018,04/14/1999,1999-04-14T04:00:00.000Z,KB,Aerial,Collier,11,81 36.88,26 22.04,47S,27E,21,111,70,No,Active,Active,Active,Tree,Open,Inland,No,500-1000,High,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,-81.614667,26.367333,637619.06,264814.62,-81.61466702728174,26.36733295137888
619019,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Collier,11,81 09.58,26 06.87,50S,32E,18,112,70,No,Active,Active,Active,Tree,Open,Inland,No,50-250,High,High,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.159667,26.1145,683583.58,237721.25,-81.15966702710216,26.114499972247597
619032,04/20/1999,1999-04-20T04:00:00.000Z,JD,Aerial,Glades,22,81 05.89,26 53.21,41S,32E,Island,107,70,No,Active,Active,Active,Shrub,Open,Inland,No,500-1000,High,High,0,0,10,0,0,10,0,10,0,0,0,0,0,0,40,30,0,0,0,0,0,0,-81.098167,26.886833,687705.49,323571.52,-81.09816697551125,26.88683297372695
619038,03/30/1999,1999-03-30T04:00:00.000Z,KB,Aerial,Lee,36,81 53.58,26 25.50,46S,24E,34,110,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,250-500,High,High,50,10,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-81.893,26.425,609785.95,270709.52,-81.89300005153032,26.424999987855387
619040,04/20/1999,1999-04-20T04:00:00.000Z,JD,Aerial,Lee,36,81 47.72,26 41.77,43S,25E,34,105,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,50-250,High,High,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.795333,26.696167,618971.14,300976.11,-81.7953329612862,26.696166967955882
619041,04/20/1999,1999-04-20T04:00:00.000Z,JD,Aerial,Lee,36,81 49.87,26 41.32,43S,25E,32,105,70,No,Active,Active,Active,Tree,Open,Coastal,Yes,250-500,High,High,20,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,-81.831167,26.688667,615427.06,300080.52,-81.83116695910728,26.68866697929925
619119,04/20/1999,1999-04-20T04:00:00.000Z,JD,Aerial,Glades,22,81 00.57,26 49.56,42S,33E,15,107,80,No,Active,Active,Unknown,Shrub,Open,Inland,No,<50,High,High,0,0,20,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.0095,26.826,696658.55,317029.71,-81.00950000575881,26.826000001213643
619123,04/20/1999,1999-04-20T04:00:00.000Z,JD,Aerial,Glades,22,81 07.37,26 47.37,42S,32E,27,107,80,No,Active,Active,Unknown,Shrub,Open,Inland,Yes,50-250,High,Medium,0,0,10,0,0,80,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.122833,26.7895,685512.5,312711.1,-81.1228329879818,26.789499996742027
619131,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 14.92,26 33.58,45S,41E,10,109,80,No,Active,Active,Unknown,Tree,Closed,Inland,No,50-250,High,High,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-80.248667,26.559667,773011.81,289539.78,-80.24866701702415,26.559666987138804
619134,04/15/1999,1999-04-15T04:00:00.000Z,RF,Aerial,Hendry,26,81 22.29,26 32.80,45S,29E,24,106,80,No,Active,Active,Unknown,Tree,Closed,Inland,No,50-250,High,High,0,0,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.3715,26.546667,661414.79,285208.77,-81.37149995989557,26.54666694566915
619140,03/30/1999,1999-03-30T04:00:00.000Z,KB,Aerial,Lee,36,81 57.36,26 27.70,46S,23E,24,110,80,No,Active,Active,Unknown,Tree,Open,Coastal,Yes,250-500,High,High,80,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.956,26.461667,603446.41,274673.42,-81.95599997829603,26.461666961824545
619141,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Collier,11,81 19.01,26 27.61,46S,30E,22,112,80,No,Active,Active,Unknown,Tree,Closed,Inland,No,1000-3000,High,Medium,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,-81.316833,26.460167,667059.69,275726.33,-81.31683303790933,26.460167035954804
619143,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Collier,11,81 18.04,26 26.32,46S,30E,35,112,80,No,Active,Active,Unknown,Shrub,Open,Inland,No,250-500,High,Medium,0,0,20,0,0,0,0,1,0,0,80,0,0,0,1,0,0,0,0,0,0,0,-81.300667,26.438667,668720.7,273375.5,-81.30066700495588,26.438666963093866
619161,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Collier,11,81 26.51,26 14.81,49S,29E,06,112,80,No,Active,Active,Unknown,Tree,Open,Inland,No,50-250,High,High,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,-81.441833,26.246833,655111.27,251788.14,-81.44183297953973,26.246833025429304
619162,04/13/1999,1999-04-13T04:00:00.000Z,RF,Aerial,Collier,11,81 17.45,26 14.70,49S,30E,02,112,80,No,Active,Active,Unknown,Shrub,Open,Inland,No,<50,High,High,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.290833,26.245,670171.74,251906.35,-81.2908330284167,26.244999994745452
619164,04/13/1999,1999-04-13T04:00:00.000Z,KB,Aerial,Broward,06,80 31.59,26 11.72,49S,38E,10,114,80,No,Active,Active,Unknown,Shrub,Closed,Inland,No,>3000,High,Medium,0,0,0,1,0,33,33,0,0,0,0,0,1,0,33,0,1,0,0,0,1,0,-80.5265,26.195333,746532.18,248306.98,-80.52649997304228,26.19533302605965
619170,04/13/1999,1999-04-13T04:00:00.000Z,KB,Aerial,Collier,11,81 24.94,26 13.20,49S,29E,09,112,80,No,Active,Active,Unknown,Shrub,Open,Inland,No,50-250,High,High,0,0,10,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.415667,26.22,657782.68,248865.09,-81.41566699692423,26.21999994868653
619173,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 37.52,26 02.82,50S,37E,34,114,80,No,Active,Active,Unknown,Shrub,Open,Inland,No,50-250,High,High,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.625333,26.047,737125.09,231577.54,-80.62533297225067,26.046999995248896
619174,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 39.62,26 06.92,50S,37E,08,114,80,No,Active,Active,Unknown,Shrub,Open,Inland,Yes,<50,High,High,0,0,1,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.660333,26.115333,733424.14,239062.89,-80.66033300259433,26.11533300888639
619175,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 44.85,26 08.55,50S,36E,04,114,80,No,Active,Active,Unknown,Shrub,Open,Inland,Yes,<50,High,High,0,0,1,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.7475,26.1425,724644.13,241844.2,-80.74750003395279,26.142499965803957
619190,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 41.47,26 02.02,51S,36E,13,114,80,No,Active,Active,Unknown,Shrub,Open,Inland,No,50-250,High,High,0,0,0,10,0,80,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,-80.691167,26.033667,730589.64,229920.24,-80.69116703017085,26.033666970322994
619192,04/08/1999,1999-04-08T04:00:00.000Z,JD,Aerial,Broward,06,80 27.30,26 00.76,51S,39E,16,114,80,No,Active,Active,Unknown,Shrub,Open,Inland,Yes,50-250,High,Medium,0,0,20,20,0,40,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,-80.455,26.012667,754246.08,228246.52,-80.45500004090704,26.012666984142196
619205,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 22.46,26 27.52,46S,40E,17,115,80,No,Active,Active,Unknown,Shrub,Open,Inland,Yes,<50,High,High,0,0,10,0,0,70,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.374333,26.458667,760849.53,277959.46,-80.37433300257514,26.45866695367368
619206,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 21.24,26 27.70,46S,40E,16,115,80,No,Active,Active,Unknown,Shrub,Open,Inland,Yes,50-250,Medium,High,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-80.354,26.461667,762862.77,278351.99,-80.35399998318707,26.461667006354496
619213,04/14/1999,1999-04-14T04:00:00.000Z,RF,Aerial,Palm Beach,50,80 14.47,26 27.50,46S,41E,15,115,80,No,Active,Active,Unknown,Shrub,Open,Inland,No,50-250,High,High,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.241167,26.458333,774100.16,278319.24,-80.24116698677273,26.458333004952006
