huc_8,hu_8_name,area_acres,area_sqkm,states,wsa_cpl_total_n_low_medium,wsa_cpl_total_n_medium_high,wsa_cpl_total_p_low_medium,wsa_cpl_total_p_medium_high,wsa_nap_total_n_low_medium,wsa_nap_total_n_medium_high,wsa_nap_total_p_low_medium,wsa_nap_total_p_medium_high,wsa_npl_total_n_low_medium,wsa_npl_total_n_medium_high,wsa_npl_total_p_low_medium,wsa_npl_total_p_medium_high,wsa_sap_total_n_low_medium,wsa_sap_total_n_medium_high,wsa_sap_total_p_low_medium,wsa_sap_total_p_medium_high,wsa_spl_total_n_low_medium,wsa_spl_total_n_medium_high,wsa_spl_total_p_low_medium,wsa_spl_total_p_medium_high,wsa_tpl_total_n_low_medium,wsa_tpl_total_n_medium_high,wsa_tpl_total_p_low_medium,wsa_tpl_total_p_medium_high,wsa_umw_total_n_low_medium,wsa_umw_total_n_medium_high,wsa_umw_total_p_low_medium,wsa_umw_total_p_medium_high,wsa_wmt_total_n_low_medium,wsa_wmt_total_n_medium_high,wsa_wmt_total_p_low_medium,wsa_wmt_total_p_medium_high,wsa_xer_total_n_low_medium,wsa_xer_total_n_medium_high,wsa_xer_total_p_low_medium,wsa_xer_total_p_medium_high,nla_cgp_total_n_low_medium,nla_cgp_total_n_medium_high,nla_cgp_total_p_low_medium,nla_cgp_total_p_medium_high,nla_cpe_total_n_low_medium,nla_cpe_total_n_medium_high,nla_cpe_total_p_low_medium,nla_cpe_total_p_medium_high,nla_gpm_total_n_low_medium,nla_gpm_total_n_medium_high,nla_gpm_total_p_low_medium,nla_gpm_total_p_medium_high,nla_gpn_total_n_low_medium,nla_gpn_total_n_medium_high,nla_gpn_total_p_low_medium,nla_gpn_total_p_medium_high,nla_ngl_total_n_low_medium,nla_ngl_total_n_medium_high,nla_ngl_total_p_low_medium,nla_ngl_total_p_medium_high,nla_sam_total_n_low_medium,nla_sam_total_n_medium_high,nla_sam_total_p_low_medium,nla_sam_total_p_medium_high,nla_sep_total_n_low_medium,nla_sep_total_n_medium_high,nla_sep_total_p_low_medium,nla_sep_total_p_medium_high,nla_sgl_total_n_low_medium,nla_sgl_total_n_medium_high,nla_sgl_total_p_low_medium,nla_sgl_total_p_medium_high,nla_tmp_total_n_low_medium,nla_tmp_total_n_medium_high,nla_tmp_total_p_low_medium,nla_tmp_total_p_medium_high,nla_wmt_total_n_low_medium,nla_wmt_total_n_medium_high,nla_wmt_total_p_low_medium,nla_wmt_total_p_medium_high,nla_xer_total_n_low_medium,nla_xer_total_n_medium_high,nla_xer_total_p_low_medium,nla_xer_total_p_medium_high,likely_to_discharge_n_or_p,has_n_limits,has_p_limits,has_n_monitoring_requirement,has_p_monitoring_requirement,has_n_dmr_data,has_p_dmr_data,nlcd11a,nlcd11p,nlcd12a,nlcd12p,nlcd21a,nlcd21p,nlcd22a,nlcd22p,nlcd23a,nlcd23p,nlcd24a,nlcd24p,nlcd31a,nlcd31p,nlcd41a,nlcd41p,nlcd42a,nlcd42p,nlcd43a,nlcd43p,nlcd52a,nlcd52p,nlcd71a,nlcd71p,nlcd81a,nlcd81p,nlcd82a,nlcd82p,nlcd90a,nlcd90p,nlcd95a,nlcd95p,attains_303d_count,attains_tmdl_count
01030001,Upper Kennebec,1017396.12763000000,4117.25562348000,ME,0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,1174,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,460.4724,0.1119,0.0000,0.0000,18.4689,0.0045,7.8714,0.0019,1.9737,0.0005,0.4095,0.0001,38.3292,0.0093,836.5491,0.2033,821.0502,0.1995,922.1481,0.2241,654.3639,0.1590,99.0297,0.0241,0.0459,0.0000,0.0000,0.0000,227.5200,0.0553,27.0054,0.0066,0,0
01030002,Dead,564217.10722700000,2283.30538569000,ME,0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,1174,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.2889,0.0396,0.0000,0.0000,13.8384,0.0061,2.8728,0.0013,1.4139,0.0006,0.1710,0.0001,28.4355,0.0125,429.7536,0.1884,657.1287,0.2881,479.4678,0.2102,355.5369,0.1559,72.2763,0.0317,0.0603,0.0000,0.1503,0.0001,132.4557,0.0581,17.0316,0.0075,0,0
01030003,Lower Kennebec,2210173.47945000000,8944.25380635000,ME,0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,1174,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,4,25,27,27,31,390.8916,0.0437,0.0000,0.0000,290.5749,0.0325,147.5073,0.0165,45.5877,0.0051,13.6980,0.0015,12.0933,0.0014,2107.9863,0.2357,1536.6447,0.1718,2660.6079,0.2975,316.1313,0.0353,70.2207,0.0079,391.8555,0.0438,224.9235,0.0251,622.6146,0.0696,113.2056,0.0127,48,124
01040001,Upper Androscoggin,948751.21013600000,3839.45952725000,"ME,NH",0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,1174,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,2,3,2,219.9141,0.0573,0.0000,0.0000,32.9472,0.0086,17.7336,0.0046,6.8823,0.0018,2.0124,0.0005,19.3581,0.0050,1044.7938,0.2723,943.9902,0.2460,1107.4005,0.2886,214.1910,0.0558,60.2847,0.0157,0.5616,0.0001,4.1994,0.0011,151.9434,0.0396,10.6677,0.0028,1,0
01040002,Lower Androscoggin,1308429.03148000000,5295.02387660000,"ME,NH",0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,1174,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,2,17,17,19,19,176.4594,0.0333,0.0000,0.0000,174.0717,0.0329,98.0631,0.0185,37.5795,0.0071,12.2436,0.0023,13.6575,0.0026,1441.4004,0.2722,1071.3303,0.2023,1511.0847,0.2854,169.5870,0.0320,48.2508,0.0091,209.8494,0.0396,53.6265,0.0101,234.3798,0.0443,43.4052,0.0082,24,8
01050001,St. Croix,1652717.13316000000,6688.30824663000,ME,0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,1174,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,325.3365,0.1273,0.0000,0.0000,25.8984,0.0101,7.3746,0.0029,2.6208,0.0010,0.7992,0.0003,2.0232,0.0008,320.7780,0.1255,593.7543,0.2324,865.1988,0.3386,73.8675,0.0289,13.6746,0.0054,5.9949,0.0023,4.3560,0.0017,268.6914,0.1052,44.8245,0.0175,0,0
01050002,Maine Coastal,6830570.57894000000,27642.33553080000,ME,0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,1174,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,2,32,37,34,39,5279.0256,0.3765,0.0000,0.0000,191.5362,0.0137,135.3537,0.0097,38.7252,0.0028,8.2764,0.0006,128.6316,0.0092,1137.1005,0.0811,2383.8228,0.1700,2532.7773,0.1807,554.8455,0.0396,164.1033,0.0117,85.5693,0.0061,160.7310,0.0115,918.0747,0.0655,300.9897,0.0215,6,0
01050003,St. George-Sheepscot,1122788.13198000000,4543.76188863000,ME,0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,1174,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,11,11,11,12,986.8833,0.2849,0.0000,0.0000,120.3894,0.0348,39.7188,0.0115,8.0550,0.0023,2.0322,0.0006,27.2142,0.0079,580.8078,0.1677,426.6486,0.1232,768.4344,0.2219,63.1404,0.0182,13.6458,0.0039,104.8095,0.0303,46.2528,0.0134,177.4053,0.0512,97.9443,0.0283,19,2
01060001,Presumpscot,1107081.98138000000,4480.20135882000,ME,0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,2311,26,75,0,0,0,0,0,0,0,0,674,1174,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,13,16,15,17,1106.1756,0.3009,0.0000,0.0000,203.1381,0.0552,120.7080,0.0328,43.1694,0.0117,20.6235,0.0056,21.4056,0.0058,311.7006,0.0848,491.9148,0.1338,872.3412,0.2373,66.3651,0.0180,20.4669,0.0056,166.3308,0.0452,28.1259,0.0076,150.6483,0.0410,53.6733,0.0146,74,57
01060002,Saco,1090164.22775000000,4411.73764607000,"ME,NH",0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,2311,26,75,0,0,0,0,0,0,0,0,674,1174,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,2,4,3,5,130.3605,0.0295,0.0000,0.0000,158.7519,0.0360,61.3278,0.0139,14.6043,0.0033,3.9024,0.0009,18.8811,0.0043,999.4986,0.2265,906.3837,0.2054,1552.2876,0.3518,141.8022,0.0321,20.2365,0.0046,94.1580,0.0213,47.6334,0.0108,219.8223,0.0498,42.3396,0.0096,17,0
01060003,Piscataqua-Salmon Falls,1658076.44673000000,6709.99661692000,"MA,ME,NH",0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,2311,26,75,0,0,0,0,0,0,0,0,674,1174,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,9,27,24,35,32,875.2014,0.1975,0.0000,0.0000,263.9664,0.0596,172.2771,0.0389,66.4254,0.0150,23.4450,0.0053,29.6496,0.0067,539.7030,0.1218,580.5630,0.1310,1079.1252,0.2435,130.1040,0.0294,20.0583,0.0045,225.4203,0.0509,27.6273,0.0062,309.9933,0.0699,88.2702,0.0199,97,169
01070001,Pemigewasset,654442.71597600000,2648.43543180000,NH,0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,1174,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,9,6,9,7,67.7637,0.0256,0.0000,0.0000,55.8837,0.0211,24.5673,0.0093,7.2864,0.0028,0.9459,0.0004,5.2524,0.0020,828.8802,0.3129,602.7444,0.2276,910.0926,0.3436,39.1671,0.0148,14.2983,0.0054,25.7868,0.0097,26.6436,0.0101,34.8237,0.0131,4.5144,0.0017,8,0
01070002,Merrimack,310956.52806800000,1258.39629135000,NH,0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,1174,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,238.6080,0.1896,0.0000,0.0000,64.8918,0.0516,23.5503,0.0187,9.8253,0.0078,3.4317,0.0027,3.1230,0.0025,218.4552,0.1736,144.0414,0.1145,427.8690,0.3400,33.0426,0.0263,6.8805,0.0055,28.3419,0.0225,8.6778,0.0069,40.1040,0.0319,7.4484,0.0059,0,0
01070003,Contoocook,488998.21084200000,1978.90534353000,NH,0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,1174,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,8,7,8,7,50.7132,0.0256,0.0000,0.0000,75.8367,0.0383,32.3388,0.0163,8.2728,0.0042,1.0143,0.0005,4.4064,0.0022,548.8056,0.2773,493.5123,0.2494,537.1524,0.2714,28.1556,0.0142,10.0611,0.0051,71.8506,0.0363,8.2737,0.0042,92.3814,0.0467,16.2027,0.0082,36,0
01070004,Nashua,341959.02149600000,1383.85891790000,"MA,NH",0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,2311,26,75,0,0,0,0,0,0,0,0,674,1174,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,4,5,6,8,46.2501,0.0334,0.0000,0.0000,82.3419,0.0595,91.8279,0.0664,62.4384,0.0451,18.1089,0.0131,6.7050,0.0048,507.7629,0.3670,249.9165,0.1806,74.3733,0.0538,18.8388,0.0136,4.9590,0.0036,99.6120,0.0720,9.7731,0.0071,100.5417,0.0727,10.2105,0.0074,69,2
01070005,Concord,256194.85076900000,1036.78366900000,MA,0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,2311,26,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,10,8,9,11,10,31.8636,0.0307,0.0000,0.0000,122.6349,0.1183,137.5353,0.1327,113.3253,0.1093,25.2126,0.0243,2.0736,0.0020,305.5059,0.2947,101.1420,0.0976,14.7573,0.0142,8.1720,0.0079,3.2247,0.0031,51.3513,0.0495,5.1678,0.0050,100.6821,0.0971,14.0499,0.0136,122,59
01070006,Merrimack River,1151087.99775000000,4658.28737024000,"MA,NH",0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,2311,26,75,0,0,0,0,0,0,0,0,674,1174,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,3,18,18,20,19,139.4352,0.0299,0.0000,0.0000,329.7852,0.0708,394.3683,0.0847,287.7426,0.0618,65.0673,0.0140,27.3177,0.0059,1278.1917,0.2744,832.5297,0.1787,622.1439,0.1336,71.1261,0.0153,20.8746,0.0045,250.0632,0.0537,33.2217,0.0071,245.9142,0.0528,60.6024,0.0130,213,0
01080101,Upper Connecticut,914398.24218700000,3700.43801278000,"ME,NH,VT",0,0,0,0,329,441,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,1174,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,8,4,8,5,40.4739,0.0119,0.0000,0.0000,57.2922,0.0168,20.6820,0.0061,4.2120,0.0012,0.6129,0.0002,6.3054,0.0019,1236.4344,0.3630,600.5655,0.1763,1069.6698,0.3140,118.8612,0.0349,22.9572,0.0067,32.7411,0.0096,66.4956,0.0195,120.0717,0.0353,8.7561,0.0026,2,0
